ItemStack Display Name,Item Unlocalized Name,Item Numerical ID,Meta,Aspect List
ME Dense Cable - Magenta,item.appliedenergistics2.ItemPart,4992,62,1xVitreus;5xPotentia;1xPannus;2xLux
ME Dense Cable - Orange,item.appliedenergistics2.ItemPart,4992,61,1xVitreus;5xPotentia;1xPannus;2xLux
ME Dense Cable - White,item.appliedenergistics2.ItemPart,4992,60,1xVitreus;5xPotentia;1xPannus;2xLux
ME Smart Cable - Fluix,item.appliedenergistics2.ItemPart,4992,56,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Black,item.appliedenergistics2.ItemPart,4992,55,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Red,item.appliedenergistics2.ItemPart,4992,54,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Green,item.appliedenergistics2.ItemPart,4992,53,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Brown,item.appliedenergistics2.ItemPart,4992,52,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Blue,item.appliedenergistics2.ItemPart,4992,51,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Purple,item.appliedenergistics2.ItemPart,4992,50,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Cyan,item.appliedenergistics2.ItemPart,4992,49,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Light Gray,item.appliedenergistics2.ItemPart,4992,48,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Gray,item.appliedenergistics2.ItemPart,4992,47,1xVitreus;3xPotentia;1xPannus;1xLux
ME Interface,item.appliedenergistics2.ItemPart,4992,440,4xMetallum;2xVitreus;6xPotentia;2xPerditio;3xCognitio;6xPermutatio
ME Smart Cable - Lime,item.appliedenergistics2.ItemPart,4992,45,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Yellow,item.appliedenergistics2.ItemPart,4992,44,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Light Blue,item.appliedenergistics2.ItemPart,4992,43,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Magenta,item.appliedenergistics2.ItemPart,4992,42,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - Orange,item.appliedenergistics2.ItemPart,4992,41,1xVitreus;3xPotentia;1xPannus;1xLux
ME Smart Cable - White,item.appliedenergistics2.ItemPart,4992,40,1xVitreus;3xPotentia;1xPannus;1xLux
ME Covered Cable - Fluix,item.appliedenergistics2.ItemPart,4992,36,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Black,item.appliedenergistics2.ItemPart,4992,35,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Red,item.appliedenergistics2.ItemPart,4992,34,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Green,item.appliedenergistics2.ItemPart,4992,33,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Brown,item.appliedenergistics2.ItemPart,4992,32,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Blue,item.appliedenergistics2.ItemPart,4992,31,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Purple,item.appliedenergistics2.ItemPart,4992,30,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Cyan,item.appliedenergistics2.ItemPart,4992,29,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Light Gray,item.appliedenergistics2.ItemPart,4992,28,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Gray,item.appliedenergistics2.ItemPart,4992,27,1xVitreus;2xPotentia;1xPannus
ME Conversion Monitor,item.appliedenergistics2.ItemPart,4992,420,5xVitreus;6xPotentia;2xPerditio;2xLucrum;6xCognitio;4xMetallum
ME Covered Cable - Lime,item.appliedenergistics2.ItemPart,4992,25,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Yellow,item.appliedenergistics2.ItemPart,4992,24,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Light Blue,item.appliedenergistics2.ItemPart,4992,23,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Magenta,item.appliedenergistics2.ItemPart,4992,22,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - Orange,item.appliedenergistics2.ItemPart,4992,21,1xVitreus;2xPotentia;1xPannus
ME Covered Cable - White,item.appliedenergistics2.ItemPart,4992,20,1xVitreus;2xPotentia;1xPannus
ME Glass Cable - Fluix,item.appliedenergistics2.ItemPart,4992,16,1xVitreus;2xPotentia
ME Glass Cable - Black,item.appliedenergistics2.ItemPart,4992,15,1xVitreus;2xPotentia
ME Glass Cable - Red,item.appliedenergistics2.ItemPart,4992,14,1xVitreus;2xPotentia
ME Glass Cable - Green,item.appliedenergistics2.ItemPart,4992,13,1xVitreus;2xPotentia
ME Glass Cable - Brown,item.appliedenergistics2.ItemPart,4992,12,1xVitreus;2xPotentia
ME Glass Cable - Blue,item.appliedenergistics2.ItemPart,4992,11,1xVitreus;2xPotentia
ME Glass Cable - Purple,item.appliedenergistics2.ItemPart,4992,10,1xVitreus;2xPotentia
ME Glass Cable - Cyan,item.appliedenergistics2.ItemPart,4992,9,1xVitreus;2xPotentia
ME Glass Cable - Light Gray,item.appliedenergistics2.ItemPart,4992,8,1xVitreus;2xPotentia
ME Glass Cable - Gray,item.appliedenergistics2.ItemPart,4992,7,1xVitreus;2xPotentia
ME Storage Monitor,item.appliedenergistics2.ItemPart,4992,400,2xPotentia;1xMachina;5xVitreus;6xCognitio;4xMetallum;2xLux
ME Glass Cable - Lime,item.appliedenergistics2.ItemPart,4992,5,1xVitreus;2xPotentia
ME Glass Cable - Yellow,item.appliedenergistics2.ItemPart,4992,4,1xVitreus;2xPotentia
Dark Illuminated Panel,item.appliedenergistics2.ItemPart,4992,200,1xSensus;2xLux;5xVitreus;4xMetallum;2xPotentia;1xMachina
ME Glass Cable - Magenta,item.appliedenergistics2.ItemPart,4992,2,1xVitreus;2xPotentia
ME Glass Cable - Orange,item.appliedenergistics2.ItemPart,4992,1,1xVitreus;2xPotentia
ME Glass Cable - White,item.appliedenergistics2.ItemPart,4992,0,1xVitreus;2xPotentia
Ice Sword,item.iceSword,6168,32767,4xTelum;4xVitreus;4xGelum
Anchor Cart,item.railcraft.cart.anchor,6043,0,4xAlienis;4xOrdo;2xPraecantatio;2xLucrum;2xMotus;2xIter
Spatial Pylon,tile.appliedenergistics2.BlockSpatialPylon,761,0,5xVitreus;4xMetallum;6xPotentia;2xPerditio
Painting Machine,tile.blockPainter,1883,8,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,15,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,14,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,13,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,12,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,11,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,10,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,9,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,32767,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,7,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,6,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,5,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,4,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,3,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,2,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,1,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
Painting Machine,tile.blockPainter,1883,0,4xVitreus;10xPotentia;6xLucrum;11xIgnis;32xMetallum;3xOrdo;3xSensus
White Tallow Candle,tile.blockCandle,875,0,2xLux;1xCorpus;1xPraecantatio
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,8,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,15,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,14,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,13,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,12,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,11,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,10,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,9,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,32767,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,7,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,6,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,5,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,4,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,3,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,2,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,1,3xArbor
Fused Quartz Frame,item.enderio.itemFusedQuartzFrame,6630,0,3xArbor
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,8,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,15,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,14,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,13,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,12,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,11,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,10,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,9,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,32767,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,7,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,6,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,5,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,4,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,3,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,2,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,1,
Liquid Sunshine,tile.fluid.liquid_sunshine,1932,0,
Coal Ore,tile.oreCoal,16,0,1xTerra;2xPotentia;1xIgnis
Compound Recharge Focus,tile.blockStoneDevice,866,8,1xMachina;7xOrdo;1xInvidia;6xPraecantatio;6xTerra;3xVitreus;6xMetallum;3xLucrum;3xAqua;3xPermutatio
Alpha Yeti Fur,item.alphaFur,6150,32767,3xGelum;3xBestia;4xPraecantatio;1xTutamen
Chandelier,tile.extrautils:chandelier,1951,32767,4xMetallum;6xLucrum;3xVitreus;3xLux
Divine Slab,tile.divineSlab,525,0,1xArbor
Unknown,item.for.sapling,5759,32767,1xArbor;2xHerba
Darkwood Leaves,tile.DarkLeaves,1532,32767,2xHerba;2xTenebrae
Aura Core,item.ItemAuraCore,6743,6,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xPerditio
Aura Core,item.ItemAuraCore,6743,5,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xOrdo
Aura Core,item.ItemAuraCore,6743,4,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xTerra
Aura Core,item.ItemAuraCore,6743,3,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xAqua
Aura Core,item.ItemAuraCore,6743,2,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xIgnis
Aura Core,item.ItemAuraCore,6743,1,6xPraecantatio;12xAuram;4xAlienis;10xVacuos;26xAer
Aura Core,item.ItemAuraCore,6743,0,6xPraecantatio;12xAuram;4xAlienis;10xVacuos
Blank Record,item.mfr.record.blank,5036,32767,6xFabrico;6xIgnis;6xOrdo;6xPerditio;4xSensus;4xAer;4xLucrum;4xVacuos
Palm Wood Stairs,tile.palmStairs,2792,0,1xArbor
Sanguine Boots,item.sanguineBoots,7229,0,5xTutamen;5xPraecantatio
Crimson Cult Hood,item.ItemHelmetCultistRobe,5155,32767,3xMetallum;2xPannus;1xAlienis
Strengthened Glass,tile.railcraft.glass,1491,15,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,14,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,13,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,12,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,11,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,10,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,9,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,8,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,7,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,6,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,5,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,4,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,3,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,2,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,1,4xVitreus;1xMetallum
Strengthened Glass,tile.railcraft.glass,1491,0,4xVitreus;1xMetallum
Jungle Wood Stairs,tile.stairsWoodJungle,136,0,1xArbor
Mortum Slab,tile.mortumSlab,610,0,1xArbor
Enderface,item.enderio.itemEnderface,6658,8,
Enderface,item.enderio.itemEnderface,6658,15,
Enderface,item.enderio.itemEnderface,6658,14,
Enderface,item.enderio.itemEnderface,6658,13,
Enderface,item.enderio.itemEnderface,6658,12,
Enderface,item.enderio.itemEnderface,6658,11,
Enderface,item.enderio.itemEnderface,6658,10,
Enderface,item.enderio.itemEnderface,6658,9,
Enderface,item.enderio.itemEnderface,6658,32767,
Enderface,item.enderio.itemEnderface,6658,7,
Enderface,item.enderio.itemEnderface,6658,6,
Enderface,item.enderio.itemEnderface,6658,5,
Enderface,item.enderio.itemEnderface,6658,4,
Enderface,item.enderio.itemEnderface,6658,3,
Enderface,item.enderio.itemEnderface,6658,2,
Enderface,item.enderio.itemEnderface,6658,1,
Enderface,item.enderio.itemEnderface,6658,0,
Wildwood Planks,tile.wildwoodPlanks,563,0,1xArbor
Chain Leggings,item.leggingsChain,304,32767,11xMetallum
Cube of Annihilation,item.cubeOfAnnihilation,6173,32767,7xVacuos;7xPraecantatio;7xPerditio
Clock,item.clock,347,32767,1xPotentia
Clock,item.clock,347,0,2xMachina;1xPotentia;4xTempus
Remote Comparator,tile.blockRemoteComparator,903,0,2xSensus;2xVacuos;1xPraecantatio;4xPotentia;3xMachina;4xVitreus;2xOrdo
Colored Block of Quartz (Black Frequency),tile.extrautils:color_quartzBlock,1961,15,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Red Frequency),tile.extrautils:color_quartzBlock,1961,14,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Green Frequency),tile.extrautils:color_quartzBlock,1961,13,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Brown Frequency),tile.extrautils:color_quartzBlock,1961,12,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Blue Frequency),tile.extrautils:color_quartzBlock,1961,11,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Purple Frequency),tile.extrautils:color_quartzBlock,1961,10,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Cyan Frequency),tile.extrautils:color_quartzBlock,1961,9,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Light Gray Frequency),tile.extrautils:color_quartzBlock,1961,8,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Gray Frequency),tile.extrautils:color_quartzBlock,1961,7,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Pink Frequency),tile.extrautils:color_quartzBlock,1961,6,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Lime Frequency),tile.extrautils:color_quartzBlock,1961,5,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Yellow Frequency),tile.extrautils:color_quartzBlock,1961,4,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Light Blue Frequency),tile.extrautils:color_quartzBlock,1961,3,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Magenta Frequency),tile.extrautils:color_quartzBlock,1961,2,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (Orange Frequency),tile.extrautils:color_quartzBlock,1961,1,3xVitreus;3xPotentia;1xSensus
Colored Block of Quartz (White Frequency),tile.extrautils:color_quartzBlock,1961,0,3xVitreus;3xPotentia;1xSensus
Mushroom Soup,tile.blockFluidMushroom,942,32767,3xFames;1xHerba;1xTenebrae;1xAqua
Sticky Piston,tile.pistonStickyBase,29,32767,1xLimus;0xMachina;0xMotus
Vivid Alloy,item.itemAlloyEndergy,7607,15,
Vivid Alloy,item.itemAlloyEndergy,7607,14,
Vivid Alloy,item.itemAlloyEndergy,7607,13,
Vivid Alloy,item.itemAlloyEndergy,7607,12,
Vivid Alloy,item.itemAlloyEndergy,7607,11,
Vivid Alloy,item.itemAlloyEndergy,7607,10,
Vivid Alloy,item.itemAlloyEndergy,7607,9,
Vivid Alloy,item.itemAlloyEndergy,7607,8,
Vivid Alloy,item.itemAlloyEndergy,7607,7,
Vivid Alloy,item.itemAlloyEndergy,7607,6,
Energetic Silver,item.itemAlloyEndergy,7607,5,
Crystalline Pink Slime,item.itemAlloyEndergy,7607,4,
Stellar Alloy,item.itemAlloyEndergy,7607,3,
Melodic Alloy,item.itemAlloyEndergy,7607,2,
Crystalline Alloy,item.itemAlloyEndergy,7607,1,
Clay Compound,item.itemAlloyEndergy,7607,0,
Saddle,item.saddle,329,32767,2xBestia;3xPannus;3xIter;2xLuxuria
Bookshelf,tile.bookshelf,47,32767,4xArbor;2xPannus
Bookshelf,tile.bookshelf,47,0,8xCognitio;4xArbor;2xPannus
Sky Stone Chest,tile.appliedenergistics2.BlockSkyChest,750,0,2xAlienis;1xTenebrae;4xVacuos
Magician's Blood Orb,item.magicianBloodOrb,5193,32767,6xVictus;6xPraecantatio;4xVitreus
Redstone Repeater,item.diode,356,32767,3xPotentia;4xTerra
Redstone Repeater,item.diode,356,0,3xPotentia;4xTerra;2xTempus
Tiny TNT,tile.appliedenergistics2.BlockTinyTNT,757,0,2xVitreus;4xPerditio;4xIgnis
Raw Meat Ingot,item.mfr.meat.ingot.raw,5010,32767,3xCorpus;2xFames;1xBestia
Phased Pollen,item.pollen,6904,1,2xHerba;2xTempus
Unusual Pollen,item.pollen,6904,0,2xHerba;2xPraecantatio
Altar,tile.witchery:altar,2336,0,3xPraecantatio;4xTerra;3xMachina;3xPotentia
Fluffy Cloud,tile.FluffyCloud,1538,32767,2xTempestas;2xAer
Floral Black Powder,item.dye,5309,15,1xSensus
Floral Red Powder,item.dye,5309,14,1xSensus
Floral Green Powder,item.dye,5309,13,1xSensus
Floral Brown Powder,item.dye,5309,12,1xSensus
Floral Blue Powder,item.dye,5309,11,1xSensus
Floral Purple Powder,item.dye,5309,10,1xSensus
Floral Cyan Powder,item.dye,5309,9,1xSensus
Floral Light Gray Powder,item.dye,5309,8,1xSensus
Floral Gray Powder,item.dye,5309,7,1xSensus
Floral Pink Powder,item.dye,5309,6,1xSensus
Floral Lime Powder,item.dye,5309,5,1xSensus
Floral Yellow Powder,item.dye,5309,4,1xSensus
Floral Light Blue Powder,item.dye,5309,3,1xSensus
Floral Magenta Powder,item.dye,5309,2,1xSensus
Floral Orange Powder,item.dye,5309,1,1xSensus
Floral White Powder,item.dye,5309,0,1xSensus
Huge Water Lily,tile.HugeWaterLily,1551,32767,2xAqua;2xHerba;2xSensus
"Enderios",item.null,6663,15,
"Enderios",item.null,6663,14,
"Enderios",item.null,6663,13,
"Enderios",item.null,6663,12,
"Enderios",item.null,6663,11,
"Enderios",item.null,6663,10,
"Enderios",item.null,6663,9,
"Enderios",item.null,6663,8,
"Enderios",item.null,6663,7,
"Enderios",item.null,6663,6,
"Enderios",item.null,6663,5,
"Enderios",item.null,6663,4,
"Enderios",item.null,6663,3,
"Enderios",item.null,6663,2,
"Enderios",item.null,6663,1,
"Enderios",item.null,6663,0,6xMetallum;2xFames;1xSano;1xAqua;1xMessis
Carrot,item.carrots,391,0,1xMessis;1xFames;1xSensus
Gold Ingot,item.ingotGold,266,0,3xMetallum;2xLucrum
Phial of Enchanter's Concentrate,item.phialExtra,5187,0,30xCognitio
tile.TFTowerStone.32767.name,tile.TFTowerStone,1519,32767,2xArbor;2xMachina
Bucket of Mushroom Soup,item.bucketMushroom,5189,0,3xFames;1xHerba;1xTenebrae;1xAqua;8xMetallum;1xVacuos
Diamond Horse Armor,item.horsearmordiamond,419,32767,6xTutamen;2xBestia
Shattered Avarice Pearl,item.horizontal,5177,0,2xLucrum;2xAlienis;2xIter;1xPraecantatio;1xPerditio
tile.TFLog.32767.name,tile.TFLog,1500,32767,4xArbor
Earmuffs,item.witchery:earmuffs,7117,0,1xSensus;1xPannus;1xBestia;1xTutamen
tile.TFTowerDevice.32767.name,tile.TFTowerDevice,1520,32767,4xArbor;4xMachina;4xPraecantatio
Distillery,tile.witchery:distilleryburning,2350,0,2xPraecantatio;8xMetallum;3xMachina;4xVitreus;4xLucrum;4xPotentia;2xAer;2xAqua;2xIgnis
Wireless Terminal,item.appliedenergistics2.ToolWirelessTerminal,4970,0,5xVitreus;6xPotentia;4xAlienis;4xIter;4xMetallum;6xCognitio
Black Dye,item.misc,7551,9,1xSensus
White Dye,item.misc,7551,8,1xSensus
Green Dye,item.misc,7551,7,1xSensus
Brown Dye,item.misc,7551,6,1xSensus
Blue Dye,item.misc,7551,5,1xSensus
Celestial Crystal Shard,item.misc,7551,4,4xVitreus;2xLux;2xPraecantatio;3xLucrum
Pile of Ashes,item.misc,7551,1,1xPerditio;1xPermutatio
Mud Brick,item.misc,7551,0,2xTerra;1xIgnis
Chain Helmet,item.helmetChain,302,32767,8xMetallum
Witches' Hat,item.witchery:witchhat,7090,0,6xPannus;5xBestia;5xTutamen;5xPraecantatio
Pink Slime Crystal,item.mfr.pinkslime,5014,32767,1xLimus;1xCorpus
Pink Slime Crystal,item.mfr.pinkslime,5014,1,
Phantom Plate,item.phantomPlate,6147,32767,8xMetallum;8xTutamen;8xExanimis
Larch Wood Planks,tile.for.planks,1380,32767,1xArbor
64k ME Storage Cell,item.appliedenergistics2.ItemBasicStorageCell.64k,4982,0,2xLux;2xPotentia;5xVitreus;4xLucrum;9xCognitio;4xMetallum
Killer Joe,tile.blockKillerJoe,1910,8,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,15,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,14,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,13,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,12,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,11,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,10,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,9,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,32767,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,7,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,6,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,5,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,4,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,3,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,2,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
Killer Joe,tile.blockKillerJoe,1910,1,21xMetallum;10xPotentia;10xIgnis;6xTerra;2xTenebrae;7xVitreus;1xExanimis;3xMortuus;4xSpiritus;3xCorpus;1xOrdo;1xSensus;7xLucrum;1xVinculum
